date,well_id,field,formation,oil_bbl,gas_mcf,water_bbl,flowing_hours,tubing_head_pressure_psi,downtime_hours,liquid_bbl,water_cut_pct,gor_scf_bbl
2025-10-25,EXM-PB-101,Permian North,Wolfcamp A,276.12,249.75,274.25,24.0,1995.2,0.0,550.37,49.83,904.5
2025-10-26,EXM-PB-101,Permian North,Wolfcamp A,289.42,286.52,284.29,24.0,1963.7,0.0,573.71,49.55,989.98
2025-10-27,EXM-PB-101,Permian North,Wolfcamp A,305.56,272.45,270.95,24.0,1867.6,0.0,576.51,47.0,891.64
2025-10-28,EXM-PB-101,Permian North,Wolfcamp A,293.82,289.5,274.33,24.0,1975.3,0.0,568.15,48.28,985.3
2025-10-29,EXM-PB-101,Permian North,Wolfcamp A,272.65,251.02,241.78,24.0,1986.9,0.0,514.43,47.0,920.67
2025-10-30,EXM-PB-101,Permian North,Wolfcamp A,277.14,272.78,270.59,24.0,2024.2,0.0,547.73,49.4,984.27
2025-10-31,EXM-PB-101,Permian North,Wolfcamp A,288.39,255.82,297.51,24.0,1923.2,0.0,585.9,50.78,887.06
2025-11-01,EXM-PB-101,Permian North,Wolfcamp A,287.87,280.24,251.15,24.0,1886.3,0.0,539.02,46.59,973.49
2025-11-02,EXM-PB-101,Permian North,Wolfcamp A,283.04,259.78,248.12,24.0,2000.4,0.0,531.1600000000001,46.71,917.82
2025-11-03,EXM-PB-101,Permian North,Wolfcamp A,277.76,260.53,267.3,24.0,1941.8,0.0,545.06,49.04,937.97
2025-11-04,EXM-PB-101,Permian North,Wolfcamp A,268.89,242.36,281.57,24.0,1950.0,0.0,550.46,51.15,901.34
2025-11-05,EXM-PB-101,Permian North,Wolfcamp A,281.05,284.33,264.11,24.0,2027.9,0.0,545.1600000000001,48.45,1011.67
2025-11-06,EXM-PB-101,Permian North,Wolfcamp A,262.21,247.37,261.82,24.0,1973.5,0.0,524.03,49.96,943.4
2025-11-07,EXM-PB-101,Permian North,Wolfcamp A,268.31,274.29,268.05,24.0,1948.4,0.0,536.36,49.98,1022.29
2025-11-08,EXM-PB-101,Permian North,Wolfcamp A,283.78,273.56,284.38,24.0,1942.7,0.0,568.16,50.05,963.99
2025-11-09,EXM-PB-101,Permian North,Wolfcamp A,283.47,282.35,249.4,24.0,2012.8,0.0,532.87,46.8,996.05
2025-11-10,EXM-PB-101,Permian North,Wolfcamp A,267.93,261.31,271.32,24.0,2020.7,0.0,539.25,50.31,975.29
2025-11-11,EXM-PB-101,Permian North,Wolfcamp A,268.9,271.14,258.67,24.0,1902.4,0.0,527.5699999999999,49.03,1008.33
2025-11-12,EXM-PB-101,Permian North,Wolfcamp A,266.96,265.49,274.3,24.0,1936.7,0.0,541.26,50.68,994.49
2025-11-13,EXM-PB-101,Permian North,Wolfcamp A,253.11,241.41,283.58,21.6,1891.4,2.4,536.69,52.84,953.78
2025-11-14,EXM-PB-101,Permian North,Wolfcamp A,259.9,243.65,270.4,24.0,1918.4,0.0,530.3,50.99,937.48
2025-11-15,EXM-PB-101,Permian North,Wolfcamp A,274.18,271.61,265.46,24.0,1930.7,0.0,539.64,49.19,990.63
2025-11-16,EXM-PB-101,Permian North,Wolfcamp A,114.52,103.54,111.5,9.6,1876.9,14.4,226.01999999999998,49.33,904.12
2025-11-17,EXM-PB-101,Permian North,Wolfcamp A,285.16,262.32,291.88,24.0,1905.9,0.0,577.04,50.58,919.9
2025-11-18,EXM-PB-101,Permian North,Wolfcamp A,275.24,273.0,247.8,24.0,1970.3,0.0,523.04,47.38,991.86
2025-11-19,EXM-PB-101,Permian North,Wolfcamp A,272.73,266.82,279.19,24.0,1986.0,0.0,551.9200000000001,50.59,978.33
2025-11-20,EXM-PB-101,Permian North,Wolfcamp A,292.18,273.56,264.17,24.0,1938.6,0.0,556.35,47.48,936.27
2025-11-21,EXM-PB-101,Permian North,Wolfcamp A,296.17,271.76,274.34,24.0,1922.3,0.0,570.51,48.09,917.58
2025-11-22,EXM-PB-101,Permian North,Wolfcamp A,273.29,243.54,249.64,24.0,1928.8,0.0,522.9300000000001,47.74,891.14
2025-11-23,EXM-PB-101,Permian North,Wolfcamp A,289.69,265.98,279.57,24.0,1867.2,0.0,569.26,49.11,918.15
2025-11-24,EXM-PB-101,Permian North,Wolfcamp A,285.62,286.53,286.15,24.0,1854.1,0.0,571.77,50.05,1003.19
2025-11-25,EXM-PB-101,Permian North,Wolfcamp A,275.79,240.78,253.05,24.0,1949.5,0.0,528.84,47.85,873.06
2025-11-26,EXM-PB-101,Permian North,Wolfcamp A,260.01,237.48,271.93,24.0,1985.0,0.0,531.94,51.12,913.35
2025-11-27,EXM-PB-101,Permian North,Wolfcamp A,248.0,237.66,224.86,24.0,1866.4,0.0,472.86,47.55,958.31
2025-11-28,EXM-PB-101,Permian North,Wolfcamp A,197.44,188.15,190.58,18.0,1813.3,6.0,388.02,49.12,952.95
2025-11-29,EXM-PB-101,Permian North,Wolfcamp A,249.01,227.78,233.39,24.0,1896.9,0.0,482.4,48.38,914.74
2025-11-30,EXM-PB-101,Permian North,Wolfcamp A,251.15,231.83,226.52,24.0,1994.2,0.0,477.67,47.42,923.07
2025-12-01,EXM-PB-101,Permian North,Wolfcamp A,269.17,280.71,272.05,24.0,1880.6,0.0,541.22,50.27,1042.87
2025-12-02,EXM-PB-101,Permian North,Wolfcamp A,251.39,236.15,232.14,24.0,1860.2,0.0,483.53,48.01,939.38
2025-12-03,EXM-PB-101,Permian North,Wolfcamp A,258.85,246.7,265.19,24.0,1871.7,0.0,524.04,50.6,953.06
2025-12-04,EXM-PB-101,Permian North,Wolfcamp A,268.25,266.11,281.17,24.0,1875.6,0.0,549.4200000000001,51.18,992.02
2025-12-05,EXM-PB-101,Permian North,Wolfcamp A,267.0,251.57,251.37,24.0,1935.8,0.0,518.37,48.49,942.21
2025-12-06,EXM-PB-101,Permian North,Wolfcamp A,264.73,271.34,260.65,24.0,1835.9,0.0,525.38,49.61,1024.97
2025-12-07,EXM-PB-101,Permian North,Wolfcamp A,276.15,261.86,278.87,24.0,1859.5,0.0,555.02,50.25,948.25
2025-12-08,EXM-PB-101,Permian North,Wolfcamp A,269.12,257.66,276.43,24.0,1891.1,0.0,545.55,50.67,957.42
2025-12-09,EXM-PB-101,Permian North,Wolfcamp A,269.32,254.82,255.05,24.0,1872.0,0.0,524.37,48.64,946.16
2025-12-10,EXM-PB-101,Permian North,Wolfcamp A,270.02,254.24,271.04,24.0,1985.0,0.0,541.06,50.09,941.56
2025-12-11,EXM-PB-101,Permian North,Wolfcamp A,257.87,243.26,270.73,24.0,1843.4,0.0,528.6,51.22,943.34
2025-12-12,EXM-PB-101,Permian North,Wolfcamp A,257.82,253.17,255.5,24.0,1899.5,0.0,513.3199999999999,49.77,981.96
2025-12-13,EXM-PB-101,Permian North,Wolfcamp A,259.77,249.99,238.5,24.0,1943.2,0.0,498.27,47.87,962.35
2025-12-14,EXM-PB-101,Permian North,Wolfcamp A,264.36,255.6,288.25,24.0,1937.0,0.0,552.61,52.16,966.86
2025-12-15,EXM-PB-101,Permian North,Wolfcamp A,247.69,235.79,276.52,24.0,1912.1,0.0,524.21,52.75,951.96
2025-12-16,EXM-PB-101,Permian North,Wolfcamp A,266.45,240.08,248.53,24.0,1897.9,0.0,514.98,48.26,901.03
2025-12-17,EXM-PB-101,Permian North,Wolfcamp A,273.57,243.84,285.32,24.0,1889.4,0.0,558.89,51.05,891.33
2025-12-18,EXM-PB-101,Permian North,Wolfcamp A,259.35,242.57,249.76,24.0,1863.4,0.0,509.11,49.06,935.3
2025-12-19,EXM-PB-101,Permian North,Wolfcamp A,255.06,245.08,256.14,24.0,1768.3,0.0,511.2,50.11,960.87
2025-12-20,EXM-PB-101,Permian North,Wolfcamp A,269.43,256.15,267.18,24.0,1826.6,0.0,536.61,49.79,950.71
2025-12-21,EXM-PB-101,Permian North,Wolfcamp A,260.27,257.28,253.07,24.0,1886.0,0.0,513.3399999999999,49.3,988.51
2025-12-22,EXM-PB-101,Permian North,Wolfcamp A,260.3,243.21,244.54,24.0,1882.6,0.0,504.84000000000003,48.44,934.34
2025-12-23,EXM-PB-101,Permian North,Wolfcamp A,228.5,202.85,244.79,21.6,1880.7,2.4,473.28999999999996,51.72,887.75
2025-12-24,EXM-PB-101,Permian North,Wolfcamp A,266.71,265.06,240.12,24.0,1936.3,0.0,506.83,47.38,993.81
2025-12-25,EXM-PB-101,Permian North,Wolfcamp A,233.67,222.97,234.56,24.0,1895.4,0.0,468.23,50.1,954.21
2025-12-26,EXM-PB-101,Permian North,Wolfcamp A,248.74,233.21,231.72,24.0,1861.6,0.0,480.46000000000004,48.23,937.57
2025-12-27,EXM-PB-101,Permian North,Wolfcamp A,262.22,235.12,286.71,24.0,1988.9,0.0,548.9300000000001,52.23,896.65
2025-12-28,EXM-PB-101,Permian North,Wolfcamp A,254.59,253.29,256.43,24.0,1840.3,0.0,511.02,50.18,994.89
2025-12-29,EXM-PB-101,Permian North,Wolfcamp A,104.13,96.96,105.13,9.6,1894.0,14.4,209.26,50.24,931.14
2025-12-30,EXM-PB-101,Permian North,Wolfcamp A,258.31,250.3,265.78,24.0,1841.8,0.0,524.0899999999999,50.71,968.99
2025-12-31,EXM-PB-101,Permian North,Wolfcamp A,250.07,248.97,284.82,24.0,1877.2,0.0,534.89,53.25,995.6
2024-01-15,EXM-PB-102,Permian North,Wolfcamp B,738.84,683.45,216.18,24.0,2750.2,0.0,955.02,22.64,925.03
2024-01-16,EXM-PB-102,Permian North,Wolfcamp B,763.11,682.24,215.92,24.0,2811.4,0.0,979.03,22.05,894.03
2024-01-17,EXM-PB-102,Permian North,Wolfcamp B,742.44,648.18,189.45,24.0,2940.4,0.0,931.8900000000001,20.33,873.04
2024-01-18,EXM-PB-102,Permian North,Wolfcamp B,787.08,659.93,191.1,24.0,2857.8,0.0,978.1800000000001,19.54,838.45
2024-01-19,EXM-PB-102,Permian North,Wolfcamp B,811.19,733.24,264.26,24.0,2808.0,0.0,1075.45,24.57,903.91
2024-01-20,EXM-PB-102,Permian North,Wolfcamp B,786.52,647.25,212.73,24.0,2862.8,0.0,999.25,21.29,822.93
2024-01-21,EXM-PB-102,Permian North,Wolfcamp B,789.95,714.26,232.5,24.0,2907.9,0.0,1022.45,22.74,904.18
2024-01-22,EXM-PB-102,Permian North,Wolfcamp B,742.1,700.32,202.01,24.0,2774.2,0.0,944.11,21.4,943.7
2024-01-23,EXM-PB-102,Permian North,Wolfcamp B,703.13,634.61,201.94,24.0,2844.7,0.0,905.0699999999999,22.31,902.55
2024-01-24,EXM-PB-102,Permian North,Wolfcamp B,727.07,661.65,208.82,24.0,2933.3,0.0,935.8900000000001,22.31,910.02
2024-01-25,EXM-PB-102,Permian North,Wolfcamp B,774.57,687.87,225.23,24.0,2884.8,0.0,999.8000000000001,22.53,888.07
2024-01-26,EXM-PB-102,Permian North,Wolfcamp B,781.21,730.33,234.44,24.0,2815.4,0.0,1015.6500000000001,23.08,934.87
2024-01-27,EXM-PB-102,Permian North,Wolfcamp B,714.12,607.51,212.95,24.0,2805.1,0.0,927.0699999999999,22.97,850.71
2024-01-28,EXM-PB-102,Permian North,Wolfcamp B,759.94,627.13,188.0,24.0,2916.3,0.0,947.94,19.83,825.24
2024-01-29,EXM-PB-102,Permian North,Wolfcamp B,747.11,639.16,194.9,24.0,2789.8,0.0,942.01,20.69,855.51
2024-01-30,EXM-PB-102,Permian North,Wolfcamp B,779.03,682.6,252.1,24.0,2874.7,0.0,1031.1299999999999,24.45,876.22
2024-01-31,EXM-PB-102,Permian North,Wolfcamp B,775.92,656.22,250.97,24.0,2873.7,0.0,1026.8899999999999,24.44,845.73
2024-02-01,EXM-PB-102,Permian North,Wolfcamp B,734.94,634.49,225.03,24.0,2810.6,0.0,959.97,23.44,863.32
2024-02-02,EXM-PB-102,Permian North,Wolfcamp B,794.26,720.81,234.72,24.0,2790.1,0.0,1028.98,22.81,907.52
2024-02-03,EXM-PB-102,Permian North,Wolfcamp B,719.15,647.02,183.35,24.0,2832.8,0.0,902.5,20.32,899.7
2024-02-04,EXM-PB-102,Permian North,Wolfcamp B,756.94,639.84,239.06,24.0,2810.2,0.0,996.0,24.0,845.3
2024-02-05,EXM-PB-102,Permian North,Wolfcamp B,751.7,662.08,255.65,24.0,2755.9,0.0,1007.35,25.38,880.78
2024-02-06,EXM-PB-102,Permian North,Wolfcamp B,785.9,668.51,216.12,24.0,2854.7,0.0,1002.02,21.57,850.63
2024-02-07,EXM-PB-102,Permian North,Wolfcamp B,714.45,631.47,202.42,24.0,2822.4,0.0,916.87,22.08,883.85
2024-02-08,EXM-PB-102,Permian North,Wolfcamp B,745.73,647.34,228.83,24.0,2834.3,0.0,974.5600000000001,23.48,868.06
2024-02-09,EXM-PB-102,Permian North,Wolfcamp B,625.61,550.03,170.23,21.6,2783.5,2.4,795.84,21.39,879.19
2024-02-10,EXM-PB-102,Permian North,Wolfcamp B,712.03,633.07,195.0,24.0,2824.5,0.0,907.03,21.5,889.11
2024-02-11,EXM-PB-102,Permian North,Wolfcamp B,717.34,639.63,224.67,24.0,2819.9,0.0,942.01,23.85,891.67
2024-02-12,EXM-PB-102,Permian North,Wolfcamp B,730.97,647.38,184.23,24.0,2911.8,0.0,915.2,20.13,885.65
2024-02-13,EXM-PB-102,Permian North,Wolfcamp B,755.04,661.01,217.73,24.0,2826.2,0.0,972.77,22.38,875.46
2024-02-14,EXM-PB-102,Permian North,Wolfcamp B,747.4,653.97,239.08,24.0,2824.7,0.0,986.48,24.24,874.99
2024-02-15,EXM-PB-102,Permian North,Wolfcamp B,737.96,671.37,211.94,24.0,2860.0,0.0,949.9000000000001,22.31,909.76
2024-02-16,EXM-PB-102,Permian North,Wolfcamp B,725.06,639.92,223.34,24.0,2800.0,0.0,948.4,23.55,882.58
2024-02-17,EXM-PB-102,Permian North,Wolfcamp B,716.78,639.32,239.69,24.0,2790.4,0.0,956.47,25.06,891.93
2024-02-18,EXM-PB-102,Permian North,Wolfcamp B,739.97,715.9,211.81,24.0,2816.0,0.0,951.78,22.25,967.47
2024-02-19,EXM-PB-102,Permian North,Wolfcamp B,733.25,629.95,233.36,24.0,2816.9,0.0,966.61,24.14,859.12
2024-02-20,EXM-PB-102,Permian North,Wolfcamp B,753.46,686.17,253.92,24.0,2787.2,0.0,1007.38,25.21,910.69
2024-02-21,EXM-PB-102,Permian North,Wolfcamp B,716.05,631.96,205.19,24.0,2808.5,0.0,921.24,22.27,882.56
2024-02-22,EXM-PB-102,Permian North,Wolfcamp B,697.51,610.37,201.98,24.0,2812.5,0.0,899.49,22.45,875.07
2024-02-23,EXM-PB-102,Permian North,Wolfcamp B,693.86,611.18,210.79,24.0,2785.5,0.0,904.65,23.3,880.84
2024-02-24,EXM-PB-102,Permian North,Wolfcamp B,511.87,455.51,142.92,18.0,2700.0,6.0,654.79,21.83,889.89
2024-02-25,EXM-PB-102,Permian North,Wolfcamp B,717.99,603.07,244.68,24.0,2795.7,0.0,962.6700000000001,25.42,839.94
2024-02-26,EXM-PB-102,Permian North,Wolfcamp B,534.04,488.67,166.16,18.0,2869.9,6.0,700.1999999999999,23.73,915.04
2024-02-27,EXM-PB-102,Permian North,Wolfcamp B,750.64,674.05,228.82,24.0,2770.1,0.0,979.46,23.36,897.97
2024-02-28,EXM-PB-102,Permian North,Wolfcamp B,684.59,623.12,176.59,24.0,2753.3,0.0,861.1800000000001,20.51,910.21
2024-02-29,EXM-PB-102,Permian North,Wolfcamp B,735.99,647.6,201.78,24.0,2790.2,0.0,937.77,21.52,879.9
2024-03-01,EXM-PB-102,Permian North,Wolfcamp B,701.18,607.89,219.38,24.0,2727.2,0.0,920.56,23.83,866.95
2024-03-02,EXM-PB-102,Permian North,Wolfcamp B,723.53,640.51,242.91,24.0,2773.6,0.0,966.4399999999999,25.13,885.26
2024-03-03,EXM-PB-102,Permian North,Wolfcamp B,685.86,550.99,215.26,24.0,2793.2,0.0,901.12,23.89,803.36
2024-03-04,EXM-PB-102,Permian North,Wolfcamp B,745.76,653.48,254.14,24.0,2763.4,0.0,999.9,25.42,876.26
2024-03-05,EXM-PB-102,Permian North,Wolfcamp B,691.45,610.99,187.1,24.0,2874.4,0.0,878.5500000000001,21.3,883.64
2024-03-06,EXM-PB-102,Permian North,Wolfcamp B,702.37,617.83,253.9,24.0,2794.5,0.0,956.27,26.55,879.64
2024-03-07,EXM-PB-102,Permian North,Wolfcamp B,274.61,243.84,94.37,9.6,2780.6,14.4,368.98,25.58,887.95
2024-03-08,EXM-PB-102,Permian North,Wolfcamp B,712.77,591.58,219.46,24.0,2755.2,0.0,932.23,23.54,829.97
2024-03-09,EXM-PB-102,Permian North,Wolfcamp B,729.37,621.77,226.35,24.0,2742.9,0.0,955.72,23.68,852.48
2024-03-10,EXM-PB-102,Permian North,Wolfcamp B,709.47,607.88,205.81,24.0,2700.8,0.0,915.28,22.49,856.81
2024-03-11,EXM-PB-102,Permian North,Wolfcamp B,651.64,570.0,210.22,24.0,2759.7,0.0,861.86,24.39,874.72
2024-03-12,EXM-PB-102,Permian North,Wolfcamp B,679.1,588.41,212.41,24.0,2786.0,0.0,891.51,23.83,866.46
2024-03-13,EXM-PB-102,Permian North,Wolfcamp B,705.17,635.1,255.09,24.0,2753.1,0.0,960.26,26.56,900.63
2024-03-14,EXM-PB-102,Permian North,Wolfcamp B,738.19,633.0,242.9,24.0,2730.3,0.0,981.09,24.76,857.5
2024-03-15,EXM-PB-102,Permian North,Wolfcamp B,664.81,556.55,190.8,24.0,2776.2,0.0,855.6099999999999,22.3,837.16
2024-03-16,EXM-PB-102,Permian North,Wolfcamp B,685.28,637.92,209.32,24.0,2768.4,0.0,894.5999999999999,23.4,930.89
2024-03-17,EXM-PB-102,Permian North,Wolfcamp B,672.58,571.59,229.25,24.0,2770.7,0.0,901.83,25.42,849.85
2024-03-18,EXM-PB-102,Permian North,Wolfcamp B,683.58,598.32,224.14,24.0,2783.5,0.0,907.72,24.69,875.27
2024-03-19,EXM-PB-102,Permian North,Wolfcamp B,685.19,593.33,205.87,24.0,2775.7,0.0,891.0600000000001,23.1,865.93
2024-03-20,EXM-PB-102,Permian North,Wolfcamp B,544.37,501.98,172.63,18.0,2695.8,6.0,717.0,24.08,922.13
2024-03-21,EXM-PB-102,Permian North,Wolfcamp B,721.59,629.85,249.48,24.0,2737.1,0.0,971.07,25.69,872.86
2024-03-22,EXM-PB-102,Permian North,Wolfcamp B,658.0,585.93,243.31,24.0,2710.8,0.0,901.31,27.0,890.47
2024-03-23,EXM-PB-102,Permian North,Wolfcamp B,667.57,573.03,217.74,24.0,2726.3,0.0,885.3100000000001,24.59,858.38
2024-03-24,EXM-PB-102,Permian North,Wolfcamp B,718.6,607.44,274.16,24.0,2820.1,0.0,992.76,27.62,845.31
2024-03-25,EXM-PB-102,Permian North,Wolfcamp B,685.44,590.53,204.74,24.0,2777.7,0.0,890.1800000000001,23.0,861.53
2024-03-26,EXM-PB-102,Permian North,Wolfcamp B,680.19,571.99,243.94,24.0,2805.8,0.0,924.1300000000001,26.4,840.93
2024-03-27,EXM-PB-102,Permian North,Wolfcamp B,653.56,558.48,231.15,24.0,2744.0,0.0,884.7099999999999,26.13,854.52
2024-03-28,EXM-PB-102,Permian North,Wolfcamp B,673.29,567.34,223.1,24.0,2749.4,0.0,896.39,24.89,842.64
2024-03-29,EXM-PB-102,Permian North,Wolfcamp B,692.87,613.14,266.92,24.0,2794.9,0.0,959.79,27.81,884.93
2024-03-30,EXM-PB-102,Permian North,Wolfcamp B,672.98,586.39,221.13,24.0,2775.6,0.0,894.11,24.73,871.33
2024-03-31,EXM-PB-102,Permian North,Wolfcamp B,665.61,607.99,248.79,24.0,2758.3,0.0,914.4,27.21,913.43
2024-04-01,EXM-PB-102,Permian North,Wolfcamp B,676.59,613.12,201.65,24.0,2708.6,0.0,878.24,22.96,906.19
2024-04-02,EXM-PB-102,Permian North,Wolfcamp B,637.41,559.48,203.22,24.0,2768.8,0.0,840.63,24.17,877.74
2024-04-03,EXM-PB-102,Permian North,Wolfcamp B,697.06,650.54,234.53,24.0,2761.3,0.0,931.5899999999999,25.18,933.26
2024-04-04,EXM-PB-102,Permian North,Wolfcamp B,660.45,572.06,194.37,24.0,2787.1,0.0,854.82,22.74,866.17
2024-04-05,EXM-PB-102,Permian North,Wolfcamp B,682.31,619.29,246.03,24.0,2768.6,0.0,928.3399999999999,26.5,907.64
2024-04-06,EXM-PB-102,Permian North,Wolfcamp B,664.39,623.69,227.35,24.0,2696.9,0.0,891.74,25.5,938.74
2024-04-07,EXM-PB-102,Permian North,Wolfcamp B,659.05,553.63,252.15,24.0,2759.9,0.0,911.1999999999999,27.67,840.04
2024-04-08,EXM-PB-102,Permian North,Wolfcamp B,642.21,587.96,226.91,24.0,2698.6,0.0,869.12,26.11,915.53
2024-04-09,EXM-PB-102,Permian North,Wolfcamp B,653.85,576.77,183.8,24.0,2778.0,0.0,837.6500000000001,21.94,882.11
2024-04-10,EXM-PB-102,Permian North,Wolfcamp B,665.62,579.59,203.93,24.0,2718.8,0.0,869.55,23.45,870.75
2024-04-11,EXM-PB-102,Permian North,Wolfcamp B,690.57,612.12,219.68,24.0,2787.2,0.0,910.25,24.13,886.4
2024-04-12,EXM-PB-102,Permian North,Wolfcamp B,687.7,626.66,270.79,24.0,2765.4,0.0,958.49,28.25,911.24
2024-04-13,EXM-PB-102,Permian North,Wolfcamp B,470.46,404.54,176.68,18.0,2738.7,6.0,647.14,27.3,859.88
2024-04-14,EXM-PB-102,Permian North,Wolfcamp B,661.83,591.25,219.33,24.0,2783.9,0.0,881.1600000000001,24.89,893.36
2024-04-15,EXM-PB-102,Permian North,Wolfcamp B,696.36,633.72,244.21,24.0,2710.5,0.0,940.57,25.96,910.05
2024-04-16,EXM-PB-102,Permian North,Wolfcamp B,680.73,592.33,249.0,24.0,2668.2,0.0,929.73,26.78,870.14
2024-04-17,EXM-PB-102,Permian North,Wolfcamp B,674.56,565.89,274.75,24.0,2747.9,0.0,949.31,28.94,838.9
2024-04-18,EXM-PB-102,Permian North,Wolfcamp B,664.12,610.53,231.77,24.0,2731.5,0.0,895.89,25.87,919.31
2024-04-19,EXM-PB-102,Permian North,Wolfcamp B,679.06,605.54,240.44,24.0,2729.4,0.0,919.5,26.15,891.73
2024-04-20,EXM-PB-102,Permian North,Wolfcamp B,650.28,579.37,238.87,24.0,2635.4,0.0,889.15,26.86,890.95
2024-04-21,EXM-PB-102,Permian North,Wolfcamp B,636.78,593.05,234.15,24.0,2651.7,0.0,870.93,26.89,931.33
2024-04-22,EXM-PB-102,Permian North,Wolfcamp B,503.11,451.7,183.24,18.0,2782.8,6.0,686.35,26.7,897.82
2024-04-23,EXM-PB-102,Permian North,Wolfcamp B,687.49,598.95,276.96,24.0,2828.9,0.0,964.45,28.72,871.21
2024-04-24,EXM-PB-102,Permian North,Wolfcamp B,666.33,599.34,203.29,24.0,2690.3,0.0,869.62,23.38,899.46
2024-04-25,EXM-PB-102,Permian North,Wolfcamp B,656.86,560.46,222.54,24.0,2800.6,0.0,879.4,25.31,853.24
2024-04-26,EXM-PB-102,Permian North,Wolfcamp B,613.31,495.13,235.17,24.0,2713.6,0.0,848.4799999999999,27.72,807.31
2024-04-27,EXM-PB-102,Permian North,Wolfcamp B,657.26,592.2,228.72,24.0,2700.5,0.0,885.98,25.82,901.01
2024-04-28,EXM-PB-102,Permian North,Wolfcamp B,694.81,590.32,259.88,24.0,2708.2,0.0,954.6899999999999,27.22,849.61
2024-04-29,EXM-PB-102,Permian North,Wolfcamp B,533.25,467.39,200.15,18.0,2636.4,6.0,733.4,27.29,876.49
2024-04-30,EXM-PB-102,Permian North,Wolfcamp B,643.99,567.22,246.98,24.0,2643.6,0.0,890.97,27.72,880.79
2024-05-01,EXM-PB-102,Permian North,Wolfcamp B,656.98,605.37,228.48,24.0,2696.0,0.0,885.46,25.8,921.44
2024-05-02,EXM-PB-102,Permian North,Wolfcamp B,641.52,613.53,234.01,24.0,2640.1,0.0,875.53,26.73,956.37
2024-05-03,EXM-PB-102,Permian North,Wolfcamp B,624.23,543.25,210.55,24.0,2666.1,0.0,834.78,25.22,870.27
2024-05-04,EXM-PB-102,Permian North,Wolfcamp B,687.98,626.3,269.58,24.0,2637.8,0.0,957.56,28.15,910.35
2024-05-05,EXM-PB-102,Permian North,Wolfcamp B,687.53,581.7,252.04,24.0,2648.2,0.0,939.5699999999999,26.83,846.07
2024-05-06,EXM-PB-102,Permian North,Wolfcamp B,649.2,575.97,228.18,24.0,2733.3,0.0,877.3800000000001,26.01,887.2
2024-05-07,EXM-PB-102,Permian North,Wolfcamp B,631.3,559.83,213.13,24.0,2749.0,0.0,844.43,25.24,886.79
2024-05-08,EXM-PB-102,Permian North,Wolfcamp B,645.52,551.29,247.56,24.0,2704.3,0.0,893.0799999999999,27.72,854.02
2024-05-09,EXM-PB-102,Permian North,Wolfcamp B,649.79,576.87,255.71,24.0,2649.3,0.0,905.5,28.24,887.78
2024-05-10,EXM-PB-102,Permian North,Wolfcamp B,667.83,605.32,245.31,24.0,2706.0,0.0,913.1400000000001,26.86,906.4
2024-05-11,EXM-PB-102,Permian North,Wolfcamp B,636.23,576.98,224.86,24.0,2742.8,0.0,861.09,26.11,906.87
2024-05-12,EXM-PB-102,Permian North,Wolfcamp B,657.17,542.74,233.94,24.0,2684.2,0.0,891.1099999999999,26.25,825.87
2024-05-13,EXM-PB-102,Permian North,Wolfcamp B,641.28,537.84,237.02,24.0,2684.6,0.0,878.3,26.99,838.7
2024-05-14,EXM-PB-102,Permian North,Wolfcamp B,475.3,428.87,175.28,18.0,2656.6,6.0,650.58,26.94,902.31
2024-05-15,EXM-PB-102,Permian North,Wolfcamp B,633.4,556.08,240.49,24.0,2663.9,0.0,873.89,27.52,877.93
2024-05-16,EXM-PB-102,Permian North,Wolfcamp B,659.95,607.23,251.7,24.0,2667.9,0.0,911.6500000000001,27.61,920.12
2024-05-17,EXM-PB-102,Permian North,Wolfcamp B,643.52,578.95,252.26,24.0,2676.1,0.0,895.78,28.16,899.66
2024-05-18,EXM-PB-102,Permian North,Wolfcamp B,666.49,600.48,234.56,24.0,2656.1,0.0,901.05,26.03,900.96
2024-05-19,EXM-PB-102,Permian North,Wolfcamp B,634.38,536.36,230.93,24.0,2632.2,0.0,865.31,26.69,845.49
2024-05-20,EXM-PB-102,Permian North,Wolfcamp B,500.42,439.26,204.39,18.0,2690.8,6.0,704.81,29.0,877.78
2024-05-21,EXM-PB-102,Permian North,Wolfcamp B,659.69,564.83,249.41,24.0,2629.3,0.0,909.1,27.43,856.21
2024-05-22,EXM-PB-102,Permian North,Wolfcamp B,669.97,628.01,228.89,24.0,2660.4,0.0,898.86,25.46,937.37
2024-05-23,EXM-PB-102,Permian North,Wolfcamp B,631.2,527.21,237.31,24.0,2671.4,0.0,868.51,27.32,835.25
2024-05-24,EXM-PB-102,Permian North,Wolfcamp B,620.06,566.56,236.9,24.0,2683.8,0.0,856.9599999999999,27.64,913.72
2024-05-25,EXM-PB-102,Permian North,Wolfcamp B,669.95,629.58,278.92,24.0,2642.5,0.0,948.8700000000001,29.39,939.74
2024-05-26,EXM-PB-102,Permian North,Wolfcamp B,626.39,574.82,242.91,24.0,2729.0,0.0,869.3,27.94,917.67
2024-05-27,EXM-PB-102,Permian North,Wolfcamp B,634.28,559.66,245.71,24.0,2548.4,0.0,879.99,27.92,882.35
2024-05-28,EXM-PB-102,Permian North,Wolfcamp B,643.65,575.05,282.3,24.0,2683.1,0.0,925.95,30.49,893.42
2024-05-29,EXM-PB-102,Permian North,Wolfcamp B,577.21,492.39,216.78,24.0,2666.2,0.0,793.99,27.3,853.05
